iteration,sample,radius,GaNzSpan,SapSpan,theta,power_output,status
23,1,1.5673508638638427e-06,1.604378018932208e-06,2.5782019548595617e-06,35.488171823101624,1.2685212798217714e-12,success
23,2,1.8511017969553953e-06,1.4700355543728835e-06,3.056577582235548e-06,40.83123406251066,9.694718514027864e-13,success
23,3,1.400570059651714e-06,1.6344687912821202e-06,3.148512053459776e-06,26.350704577975264,2.830221279884525e-12,success
23,4,1.4738937528266129e-06,1.6264334256646284e-06,2.8854627551411414e-06,30.701358761671916,2.540833342317615e-12,success
23,5,1.5764206595662821e-06,1.469708120323101e-06,2.8129714043980856e-06,33.4965666718392,5.108845618497249e-12,success
23,6,1.7777187850778961e-06,1.368213162313675e-06,3.2110793778222662e-06,37.182339646437605,1.4314397287617065e-12,success
23,7,1.3753317226254081e-06,1.4352419790352408e-06,3.160555588356638e-06,26.100597260993077,1.3613659259630395e-12,success
23,8,1.5367475168520853e-06,1.6268458535605067e-06,2.9229942134253883e-06,31.193895100454593,3.625247946780937e-12,success
23,9,1.8301500696164633e-06,1.578108528565806e-06,2.9843041975443744e-06,32.635928645386684,3.967120159460443e-12,success
23,10,1.7096076490200326e-06,1.5630150126479336e-06,3.090585200639098e-06,41.974777676603985,1.2242832951994763e-12,success
24,1,1.5324478670983634e-06,1.5768906553446558e-06,3.3621208056521624e-06,33.59913066675013,5.624263850620635e-13,success
24,2,1.4296667150710672e-06,1.2738451426401185e-06,3.0018893068162767e-06,32.165172882667505,2.5257963992940275e-12,success
24,3,1.6236949021584074e-06,1.3643426181005983e-06,2.9523963017763137e-06,38.306556275572405,2.3552193712617266e-12,success
24,4,2e-06,1.6302599230105357e-06,3.3867345879630666e-06,30.92076417650087,3.572903084134563e-12,success
24,5,1.6520895723502647e-06,1.6415482946972182e-06,3.1885648054886994e-06,35.98597452681345,7.1031557789152835e-12,success
24,6,1.4997181510621437e-06,1.7313031051861742e-06,2.832640165252091e-06,35.080110149829096,6.36931231368969e-13,success
24,7,1.5506176144497946e-06,1.4880935965420683e-06,3.364580693807073e-06,32.20058949424765,1.5153274111605233e-12,success
24,8,1.7878786927544123e-06,1.5389615329071628e-06,3.4219380412329676e-06,30.03433223247904,1.7601029125698307e-12,success
24,9,1.7009484162477321e-06,1.4961998193831831e-06,2.867966223173225e-06,33.033444821217074,1.127593212945232e-11,success
24,10,1.3475638987125562e-06,1.4117635756045402e-06,2.9546015315651236e-06,31.23306652438443,3.5774587928847048e-12,success
25,1,1.60691998248078e-06,1.4697006743090084e-06,2.9319671438336756e-06,35.1704248876346,2.812393137477473e-12,success
25,2,1.5238350972930083e-06,1.6734145259809855e-06,2.889735310540698e-06,28.252051982657704,2.0611129593524477e-12,success
25,3,1.4604785904206148e-06,1.5280525453911233e-06,3.0230458649143497e-06,40.445667982205975,2.4481605888896245e-12,success
25,4,1.4889279132444742e-06,1.4623231674807914e-06,3.234120054586427e-06,37.01796374990194,1.3802669514078315e-12,success
25,5,1.5890912012232708e-06,1.6539668645810943e-06,3.0813913264469106e-06,33.75117948441553,1.8226765804748004e-12,success
25,6,1.5036855318836297e-06,1.5104448121728812e-06,2.937596778318564e-06,38.264514427399774,3.453207550381856e-12,success
25,7,1.3684103746723528e-06,1.5947115541137814e-06,3.0046018358765194e-06,37.587750793117785,2.8015320119391203e-13,success
25,8,1.6679823325765012e-06,1.5604339262547582e-06,3.003780921539262e-06,30.046159548303965,4.392237845788096e-12,success
25,9,1.7655726708197499e-06,1.6408640279544607e-06,3.2613465704479493e-06,33.631570775659924,2.100627707911571e-12,success
25,10,1.6791870033766066e-06,1.4128254633635258e-06,3.124773974694404e-06,37.37884801624014,2.708688674139317e-12,success
26,1,1.4944440589891598e-06,1.3814051735892898e-06,2.8398329243627905e-06,27.443235271611048,1.5503923717241131e-12,success
26,2,1.5255053672720544e-06,1.7077943430773982e-06,2.9077516644564346e-06,32.24707538806656,1.5952655703447632e-12,success
26,3,1.3784592848338945e-06,1.388579540930534e-06,2.608588555593061e-06,36.06286217618848,2.4016055230119483e-13,success
26,4,1.4639502138902088e-06,1.064e-06,2.7224478407482565e-06,37.70590470752812,1.53737043150908e-12,success
26,5,1.5940962861460325e-06,1.56815512834363e-06,2.740090936330042e-06,29.133588714026104,1.8250606586720253e-12,success
26,6,1.6659850395226872e-06,1.6020454019739686e-06,2.9696495583377615e-06,37.78922919212213,1.8317709657396833e-12,success
26,7,1.6466432013988777e-06,1.6333233011300198e-06,2.928669868731756e-06,35.32871055960144,5.26740289875094e-12,success
26,8,1.5038588588521215e-06,1.5589030323871747e-06,3.048116298946525e-06,37.77467845465837,2.0959567731433746e-12,success
26,9,1.5512283957373543e-06,1.6588254451389295e-06,2.5734297447755685e-06,31.698820918580584,1.2035593230253876e-12,success
26,10,1.312792726707928e-06,1.5120682674208332e-06,2.8971949121097015e-06,38.259442769434266,5.241622013839323e-13,success
27,1,1.4986080896101974e-06,1.357459895111315e-06,2.6445928612912124e-06,43.690958263952474,9.478965322882946e-14,success
27,2,1.4431203185340456e-06,1.3903867746470889e-06,2.8686155290277618e-06,35.27785616180003,2.557988648450746e-13,success
27,3,1.427500788525609e-06,1.3897946587327586e-06,3.1200214511887877e-06,27.459631408345047,3.6027773868270512e-12,success
27,4,1.9008257406046969e-06,1.5682012921713028e-06,3.430887421685025e-06,33.643370255990504,2.3991228740160247e-12,success
27,5,1.5096712459713523e-06,1.547997614095566e-06,3.159691140197169e-06,28.39624455927935,2.6668772103100475e-12,success
27,6,1.7869714343452882e-06,1.3303800628579176e-06,3.476984303444051e-06,35.973691062448765,1.373521097806962e-12,success
27,7,1.774565036556395e-06,1.4448210620997912e-06,3.4666128551489733e-06,37.77981840860104,1.1068105107499285e-12,success
27,8,1.6622887190483162e-06,1.5520588870384764e-06,2.839297239933198e-06,35.05910079141205,6.608625108770769e-12,success
27,9,1.4954363377483836e-06,1.5040233059903243e-06,2.638704650331185e-06,36.420276758520814,2.0233429693672266e-12,success
27,10,1.768195887517047e-06,1.2435660152310159e-06,3.372306643143865e-06,38.361402733410166,5.220440941817922e-13,success
28,1,1.642244838541861e-06,1.7028238450484848e-06,3.404842643537666e-06,29.595146184491323,3.0005597980598024e-12,success
28,2,1.5426562720820193e-06,1.5092121609524214e-06,3.263583121536683e-06,27.45249836630132,6.174515283726534e-12,success
28,3,1.5285357887339857e-06,1.3165864842555857e-06,2.9993301443101452e-06,31.864922846317917,1.9336860780660396e-12,success
28,4,1.61964504567899e-06,1.4872926344210557e-06,3.6252436250432213e-06,40.4746433865238,1.1793564934181188e-12,success
28,5,1.3948245980514706e-06,1.5334325715752574e-06,3.337410760641417e-06,33.95758290239479,1.7930354729620849e-12,success
28,6,1.5634922025237118e-06,1.6534094503709366e-06,3.2019388874030563e-06,27.536355047671986,5.092610644714251e-12,success
28,7,1.5135880695873445e-06,1.4556918054582166e-06,3.6145869900833655e-06,38.95951435182019,3.0694364062038678e-12,success
28,8,1.6432846127247585e-06,1.4326431381673204e-06,3.2822490703052974e-06,26.755495197974227,1.4994769533110199e-12,success
28,9,1.8478900108137519e-06,1.6728875752483952e-06,3.495553211701811e-06,31.931240776188595,2.3429611091036386e-12,success
28,10,1.828474364066493e-06,1.7634623624364657e-06,3.6346239028130775e-06,39.681055034300904,1.882316900383871e-12,success
29,1,1.6289296737769244e-06,1.552304235826206e-06,3.0449144356463452e-06,33.13816977732825,3.6903273300540596e-12,success
29,2,1.5242090859671202e-06,1.5989060783642024e-06,2.6770402764438172e-06,32.42897457317739,9.686459820793235e-13,success
29,3,1.4832854947019326e-06,1.542036541075343e-06,3.386180755570216e-06,32.999840867655145,1.3685419070848725e-12,success
29,4,1.8139112897703958e-06,1.4358026565346184e-06,3.4632832474018056e-06,35.14783883164599,2.9537055990836243e-12,success
29,5,1.5954281548237097e-06,1.5446100879763506e-06,2.432066826157899e-06,33.45337240512786,3.4983991781521656e-12,success
29,6,1.4327922475616542e-06,1.4380044613906465e-06,3.28033119624031e-06,34.6184328094596,6.207235435645997e-13,success
29,7,1.7965896638515027e-06,1.6429687894169612e-06,2.898381805061146e-06,39.50186039094828,3.7102064066123346e-13,success
29,8,1.5825510713766812e-06,1.5984045627935911e-06,2.6051123121919216e-06,30.461174554391633,1.2784529486833861e-12,success
29,9,1.8940947128987607e-06,1.6540333726237264e-06,2.9287033610003657e-06,39.79699942537134,4.620573299121589e-13,success
29,10,1.7279549507191408e-06,1.6173584214830466e-06,2.8959822357660082e-06,34.55896903245009,3.383035055194054e-12,success
30,1,1.5350396356934125e-06,1.7225733575680098e-06,3.3673018114866406e-06,35.44151629366536,2.5063751994923192e-12,success
30,2,1.8965455773672377e-06,1.735355625032475e-06,3.166348779871502e-06,26.86208488433937,1.7999221970982598e-12,success
30,3,1.8475803118959734e-06,1.4803709246616473e-06,2.5498960094632327e-06,35.573216587473425,7.66861659752014e-13,success
30,4,1.7722216722997586e-06,1.6862989361011163e-06,3.206050427032656e-06,34.1409954260387,2.4034183113937902e-12,success
30,5,1.775348920946017e-06,1.5476028887284844e-06,3.1895782787442765e-06,30.40251892285225,1.8971322904248098e-12,success
30,6,1.6363582187788493e-06,1.4657060682817056e-06,3.051268093073762e-06,34.97215555177977,3.1086307247334393e-12,success
30,7,1.7295699140149629e-06,1.4804263018405407e-06,3.034737830427075e-06,36.63459740059051,1.9750852696843426e-12,success
30,8,1.5214573216828848e-06,1.5400624186077111e-06,3.1829120387893723e-06,30.201121624210497,1.656804838284454e-12,success
30,9,1.8543078031987394e-06,1.3214878809725821e-06,3.048038863516212e-06,32.015242078032955,3.756645190400736e-12,success
30,10,2e-06,1.2614343402642747e-06,3.36529221593909e-06,35.13236364802816,9.799591282550505e-13,success
