1,0.0,0.0,0.0,9.124999999999999e-07,9.124999999999999e-07,9.124999999999999e-07,0.0,40.0,0.16375098715786873,success
2,-2.510670572519302e-07,8.225947618484497e-08,-4.201274961233139e-07,1.4551596623659132e-06,1.3778058299422264e-06,8.299981282651424e-07,2.9378925800323487e-07,21.444557011127472,0.20070123956622357,success
3,5.313042271882295e-08,-2.2754059359431267e-07,8.175643160939217e-10,6.90135231660679e-07,5.486776143731549e-07,1.3611056275619193e-06,-5.08802433554083e-07,42.56852928549051,0.059283024480592916,success
4,4.260625848546624e-07,4.939493061974644e-07,-2.8549468144774435e-08,1.1473907652823253e-06,8.156006506597622e-07,1.1023936190130187e-06,4.994184203073381e-07,54.651825204491615,0.011229714457448301,success
1,0.0,0.0,0.0,9.124999999999999e-07,9.124999999999999e-07,9.124999999999999e-07,0.0,40.0,0.16375098715786873,success
2,2.0042115449905394e-07,3.5963201522827146e-07,-4.373077228665352e-07,1.4120651760697363e-06,1.4582060688734052e-06,8.716993580758572e-07,-1.1768238663673402e-07,59.32647705078125,0.05020665976937239,success
3,-2.791577652096748e-07,-1.3020882476121186e-07,4.3550783582031726e-07,8.604708238923921e-07,7.637391609931364e-07,9.227284884359688e-07,2.0154547823593016e-07,29.350909180939198,0.38161601461008776,success
4,-1.4463533647358417e-07,2.4385913927108047e-07,-1.9069326110184191e-07,1.0106622287025674e-06,4.1142353803850705e-07,1.2504049685364587e-06,-5.508519625291229e-07,35.327531807124615,0.6810439093105252,success
5,-5e-07,2.4515468862112863e-07,1.7117173019671537e-07,1.1046588505275645e-06,3.65e-07,1.4570577111748977e-06,-6.547204347939915e-07,20.172622834434826,0.019866507437387167,success
6,-4.1240913680684654e-07,1.8038378150976273e-07,-2.924534907173168e-08,7.958000335548592e-07,3.65e-07,1.2022238649590739e-06,-3.9495979963534956e-07,35.37016079562647,0.5771213751444273,success
7,-2.4450245318961585e-07,2.792359522778495e-07,-1.6903823717881164e-07,9.118567157441938e-07,3.65e-07,1.2514329458159102e-06,-5.092132492859517e-07,36.08789704691483,0.316167701308025,success
8,-1.24864176315228e-07,1.8947511376002634e-07,-1.0760951089499176e-07,1.120677609606738e-06,3.737382008812339e-07,1.2866174548627072e-06,-5.95384282237182e-07,30.80253431425512,0.36763911769991686,success
9,-1.2673948372053963e-07,2.9751462755059754e-07,-2.864651635973651e-07,9.998674227426617e-07,3.914480764904726e-07,1.2725290230153946e-06,-6.196424709580737e-07,37.40793444318047,0.167235585324551,success
10,-1.530490078478031e-07,2.382495396345413e-07,-1.719874637102035e-07,1.01600458164257e-06,4.545396166709917e-07,1.2483843645651338e-06,-5.384871985190146e-07,34.87707351336127,0.22283775728597838,success
11,-3.1553492047875687e-07,3.927977333892088e-07,1.3634872785856743e-07,6.064518254884445e-07,3.65e-07,1.1006856153963906e-06,1.383633984170657e-07,32.774700864959634,0.4483776850038044,success
12,-4.2779506156337997e-07,6.377029176010747e-08,3.319441912601955e-07,1.3139279060519793e-06,3.65e-07,1.0577814252152765e-06,-2.2565388009715805e-07,35.16356464677206,0.0744970714390408,success
13,-3.7328516282921884e-07,1.4243713059253217e-07,-1.0778845473931286e-07,7.72133455962198e-07,3.703464016637513e-07,1.3106742589505556e-06,-5.977562736101778e-07,31.319909745154025,0.436827142827061,success
14,-5e-07,2.8646276274368635e-07,-1.5461310015209247e-07,8.365176902896963e-07,3.65e-07,1.3512020892560252e-06,5.955865626349146e-07,32.46289262409038,0.6715272663679493,success
15,-5e-07,5e-07,4.821622819656529e-07,8.49555452208581e-07,3.65e-07,1.46e-06,6.284562860192647e-07,32.90779855888275,0.6090337519608755,success
16,-4.22632720757828e-07,-1.0800154154400978e-09,3.710164765393676e-07,7.741783088887703e-07,5.351240040866164e-07,1.3378533388495733e-06,5.021549393834359e-07,33.491867269848214,0.6649282051425471,success
17,-5e-07,4.2765685031443707e-07,2.360830500728599e-07,7.85289349179687e-07,1.031573812244039e-06,1.3539139547905923e-06,4.062235125732044e-07,32.82535784515873,1.1064394585804234,success
18,-5e-07,4.4950327179516536e-07,3.988076124409636e-08,6.27527674659572e-07,1.216558318234069e-06,1.388082971270313e-06,4.838876838446658e-07,33.080110345072825,0.4867577792673132,success
19,-5e-07,4.799969095366817e-07,1.7361272524737871e-07,8.884642180012809e-07,1.0381379294484511e-06,1.3764484468044156e-06,6.45503812663977e-07,32.821244959768435,0.0,"error: 'appOpen error: \n Failed to start messaging, check licenses...'"
